metrics_by_size,metrics_by_popularity
0.5005558746329197,0.290019840323559
0.3471883148845661,0.11000798008305707
0.7447934105409396,0.0626888396037063
0.7743145914525355,0.0825019071755717
0.6198031399217399,0.1179760224866552
0.34332688988400356,0.22657410002688083
0.6818191672194988,0.06776179220694335
0.4015836538627784,0.19071579637644376
0.17795222962062113,0.2538461091926821
0.6538682366979603,0.03308331082038452
0.32779311527689997,0.13934795314962087
0.5625318177705319,0.09425215285711566
0.18399220914236342,0.36136252334751395
0.8106579796511139,0.06501231742392544
0.4278541391897736,0.0819483167024346
0.47485445375394353,0.2682168537522167
0.8665444144416942,0.04335185098433692
0.7962731404426195,0.07445290187705447
0.8562049301277572,0.050728707141446415
0.4553046460045078,0.19999639351511664
0.5613607182164452,0.14018648118011176
0.6547779858967613,0.061689777007855905
0.9693790349716734,0.03917181793229133
0.3280454737780159,0.30522841744177076
0.48269405575189755,0.6430988318360759
0.6949687726324284,0.15348531808657018
0.26348907246269543,0.6867527890487629
0.5314042871768676,0.2602341564002741
0.7776023252556389,0.14325888736843714
0.6246043050750908,0.0866396108108271
0.8370668419623886,0.0545071306112576
0.3931894083986554,0.11973346656616689
0.5506019463136254,0.09984721426123436
0.744099810284701,0.05196210006321421
0.4552904531472449,0.09931067482564816
0.35197681802467723,0.17006708998104772
0.16263731326226757,0.14890867299050775
0.6511464417508531,0.08686190409258951
0.26609107266885296,0.23490453321982435
0.43130893949242627,0.14349377376964526
0.4125312987594573,0.1524840449767263
0.2758402865763426,0.34478209339067256
0.5250005836158019,0.13014351470176272
0.8272386302832527,0.04999432329102098
0.9378009781239884,0.04614172401694473
0.24712245450511916,0.11531312696338472
0.4641080535699389,0.1641848976872736
0.0671532154622821,0.1721954337940981
0.8092472328939971,0.07986900580993601
0.6069147531597946,0.08473003080487645
0.7144026147465841,0.08548194198472653
0.6598165714004617,0.17913811030867927
0.8240114983353298,0.051530657088324966
0.5265129433024079,0.09928882995692051
0.6468319314107072,0.12753334970001712
0.614098583229908,0.11520629172544794
0.3220546862738392,0.10362256649527868
0.17749205509409086,0.12221779155546296
0.6550970053874614,0.1375557907939869
0.5481200259667496,0.20719499806522013
0.3151514050828842,0.1969675027393092
0.3593279444402508,0.1266710024290787
0.3269852618760735,0.20401696824938692
0.2547785715811457,0.09434824068635633
0.43927779660571503,0.17449435105375732
0.3945384855987356,0.09553929980397748
0.6869077755554275,0.09246909597623892
0.4271756352720291,0.16235847600748649
0.7893924847597258,0.054969858669069664
0.09120905806619944,0.2247034644958181
0.8054198723238368,0.04781405895742114
0.8114494213683018,0.04415739782441801
0.5044741046174249,0.07151707609860986
0.31778055608769484,0.24876726115694764
0.6113589947645998,0.061742898550511544
0.2717520903189011,0.08745039134876816
0.721961715649537,0.06415628573470823
0.43623013905146,0.1615072084572229
0.5278986113703747,0.08676858840161883
0.33931286243308045,0.18513949214731984
0.7959495465757964,0.08318554801559842
0.7756616463100408,0.10477944203755114
0.3738003653460708,0.1566266367581009
0.13398811991965875,0.08648484522253855
0.533091180606132,0.18134894886541789
0.7381353553453498,0.0700963208513801
0.15074416650493197,0.14761875696936375
0.18937134579896034,0.3868616811579575
0.47647894051622586,0.07775873063278602
0.6664620946927376,0.1334860084976703
0.5821173006137241,0.09237003762235887
0.500371426108628,0.1887823925934441
0.5427397421283706,0.07632355149662877
0.366375461298448,0.1510479031381112
0.48718016093889344,0.11813343666324747
0.6918483267014265,0.07637418693628074
0.24906182365404397,0.0950279950346175
0.9165803329142895,0.03321157269133575
0.2161151896596345,0.17551858225705855
0.47868882666517093,0.07065187472205707
0.7219734467180666,0.06045391656575712
0.9439375327154667,0.053980155569352845
0.8108775226078826,0.06146711417251641
0.6754391611897363,0.16128666046994308
0.6745135965448377,0.12181838546116425
0.6528433720007597,0.05813383274541961
0.21545265156141294,0.09794341921978335
0.9375827021549905,0.04528228561293132
0.6020811516665686,0.12918913047824565
0.5168525592045294,0.07880057327248785
0.512422349648781,0.07160005407734461
0.5647047414228198,0.17546719500887595
0.13398811991965875,0.08648484522253855
0.2590221754729415,0.147428000653348
0.6073217249202331,0.09102516483609797
0.3852055070044751,0.10230467035274635
0.8052942244651831,0.07459273682758881
0.35084864049386943,0.1195837707723887
0.6228459192069055,0.08064931608087118
0.5120732111197912,0.07462799672461844
0.5928236742709854,0.0671974388934832
0.4403739654833085,0.18810785519825873
0.47105278960680963,0.11155803131487202
0.11493135509638504,0.2493344735410554
0.11909572870643843,0.09395091235455379
0.23824039514789108,0.13679289100012398
0.34695401075553794,0.18487203206859223
0.515575708128897,0.24458621690615906
0.4775065588342916,0.1296145779690999
0.23663591533121248,0.48830043246622223
0.6588731556039579,0.1030741785816692
0.4457295652400922,0.38246550505578875
0.43573828401709025,0.20347602556558048
0.5460650188097059,0.15998467809585734
0.4912270071193811,0.10155282983454414
